firm_id,quarter,IT_index
firm001,2019Q1,0.8164965809277258
firm001,2019Q2,0.8164965809277258
firm001,2019Q3,0.8164965809277258
firm001,2019Q4,0.8164965809277258
firm001,2020Q1,-1.2247448713915892
firm001,2020Q2,-1.2247448713915892
firm001,2020Q3,-1.2247448713915892
firm001,2020Q4,-1.2247448713915892
firm002,2019Q1,0.8164965809277258
firm002,2019Q2,0.8164965809277258
firm002,2019Q3,0.8164965809277258
firm002,2019Q4,0.8164965809277258
firm002,2020Q1,-1.2247448713915892
firm002,2020Q2,-1.2247448713915892
firm002,2020Q3,-1.2247448713915892
firm002,2020Q4,-1.2247448713915892
firm003,2019Q1,0.8164965809277258
firm003,2019Q2,0.8164965809277258
firm003,2019Q3,0.8164965809277258
firm003,2019Q4,0.8164965809277258
firm003,2020Q1,0.8164965809277258
firm003,2020Q2,0.8164965809277258
firm003,2020Q3,0.8164965809277258
firm003,2020Q4,0.8164965809277258
firm004,2019Q1,0.8164965809277258
firm004,2019Q2,0.8164965809277258
firm004,2019Q3,0.8164965809277258
firm004,2019Q4,0.8164965809277258
firm004,2020Q1,0.8164965809277258
firm004,2020Q2,0.8164965809277258
firm004,2020Q3,0.8164965809277258
firm004,2020Q4,0.8164965809277258
firm005,2019Q1,0.8164965809277258
firm005,2019Q2,0.8164965809277258
firm005,2019Q3,0.8164965809277258
firm005,2019Q4,0.8164965809277258
firm005,2020Q1,-1.2247448713915892
firm005,2020Q2,-1.2247448713915892
firm005,2020Q3,-1.2247448713915892
firm005,2020Q4,-1.2247448713915892
firm006,2020Q1,0.8164965809277258
firm006,2020Q2,0.8164965809277258
firm006,2020Q3,0.8164965809277258
firm006,2020Q4,0.8164965809277258
firm007,2020Q1,0.8164965809277258
firm007,2020Q2,0.8164965809277258
firm007,2020Q3,0.8164965809277258
firm007,2020Q4,0.8164965809277258
firm008,2020Q1,-1.2247448713915892
firm008,2020Q2,-1.2247448713915892
firm008,2020Q3,-1.2247448713915892
firm008,2020Q4,-1.2247448713915892
firm009,2020Q1,-1.2247448713915892
firm009,2020Q2,-1.2247448713915892
firm009,2020Q3,-1.2247448713915892
firm009,2020Q4,-1.2247448713915892
firm010,2020Q1,-1.2247448713915892
firm010,2020Q2,-1.2247448713915892
firm010,2020Q3,-1.2247448713915892
firm010,2020Q4,-1.2247448713915892
firm011,2020Q1,-1.2247448713915892
firm011,2020Q2,-1.2247448713915892
firm011,2020Q3,-1.2247448713915892
firm011,2020Q4,-1.2247448713915892
firm012,2020Q1,0.8164965809277258
firm012,2020Q2,0.8164965809277258
firm012,2020Q3,0.8164965809277258
firm012,2020Q4,0.8164965809277258
firm013,2020Q1,-1.2247448713915892
firm013,2020Q2,-1.2247448713915892
firm013,2020Q3,-1.2247448713915892
firm013,2020Q4,-1.2247448713915892
firm014,2020Q1,0.8164965809277258
firm014,2020Q2,0.8164965809277258
firm014,2020Q3,0.8164965809277258
firm014,2020Q4,0.8164965809277258
firm015,2020Q1,0.8164965809277258
firm015,2020Q2,0.8164965809277258
firm015,2020Q3,0.8164965809277258
firm015,2020Q4,0.8164965809277258
firm016,2020Q1,0.8164965809277258
firm016,2020Q2,0.8164965809277258
firm016,2020Q3,0.8164965809277258
firm016,2020Q4,0.8164965809277258
firm017,2020Q1,0.8164965809277258
firm017,2020Q2,0.8164965809277258
firm017,2020Q3,0.8164965809277258
firm017,2020Q4,0.8164965809277258
firm018,2020Q1,-1.2247448713915892
firm018,2020Q2,-1.2247448713915892
firm018,2020Q3,-1.2247448713915892
firm018,2020Q4,-1.2247448713915892
firm019,2020Q1,-1.2247448713915892
firm019,2020Q2,-1.2247448713915892
firm019,2020Q3,-1.2247448713915892
firm019,2020Q4,-1.2247448713915892
firm020,2020Q1,0.8164965809277258
firm020,2020Q2,0.8164965809277258
firm020,2020Q3,0.8164965809277258
firm020,2020Q4,0.8164965809277258
firm021,2020Q1,0.8164965809277258
firm021,2020Q2,0.8164965809277258
firm021,2020Q3,0.8164965809277258
firm021,2020Q4,0.8164965809277258
firm022,2020Q1,-1.2247448713915892
firm022,2020Q2,-1.2247448713915892
firm022,2020Q3,-1.2247448713915892
firm022,2020Q4,-1.2247448713915892
firm023,2020Q1,-1.2247448713915892
firm023,2020Q2,-1.2247448713915892
firm023,2020Q3,-1.2247448713915892
firm023,2020Q4,-1.2247448713915892
firm024,2020Q1,-1.2247448713915892
firm024,2020Q2,-1.2247448713915892
firm024,2020Q3,-1.2247448713915892
firm024,2020Q4,-1.2247448713915892
firm025,2020Q1,0.8164965809277258
firm025,2020Q2,0.8164965809277258
firm025,2020Q3,0.8164965809277258
firm025,2020Q4,0.8164965809277258
firm026,2020Q1,-1.2247448713915892
firm026,2020Q2,-1.2247448713915892
firm026,2020Q3,-1.2247448713915892
firm026,2020Q4,-1.2247448713915892
firm027,2020Q1,0.8164965809277258
firm027,2020Q2,0.8164965809277258
firm027,2020Q3,0.8164965809277258
firm027,2020Q4,0.8164965809277258
firm028,2020Q1,0.8164965809277258
firm028,2020Q2,0.8164965809277258
firm028,2020Q3,0.8164965809277258
firm028,2020Q4,0.8164965809277258
firm029,2020Q1,0.8164965809277258
firm029,2020Q2,0.8164965809277258
firm029,2020Q3,0.8164965809277258
firm029,2020Q4,0.8164965809277258
firm030,2020Q1,0.8164965809277258
firm030,2020Q2,0.8164965809277258
firm030,2020Q3,0.8164965809277258
firm030,2020Q4,0.8164965809277258
firm031,2020Q1,-1.2247448713915892
firm031,2020Q2,-1.2247448713915892
firm031,2020Q3,-1.2247448713915892
firm031,2020Q4,-1.2247448713915892
firm032,2020Q1,0.8164965809277258
firm032,2020Q2,0.8164965809277258
firm032,2020Q3,0.8164965809277258
firm032,2020Q4,0.8164965809277258
firm033,2020Q1,-1.2247448713915892
firm033,2020Q2,-1.2247448713915892
firm033,2020Q3,-1.2247448713915892
firm033,2020Q4,-1.2247448713915892
firm034,2020Q1,-1.2247448713915892
firm034,2020Q2,-1.2247448713915892
firm034,2020Q3,-1.2247448713915892
firm034,2020Q4,-1.2247448713915892
firm035,2020Q1,0.8164965809277258
firm035,2020Q2,0.8164965809277258
firm035,2020Q3,0.8164965809277258
firm035,2020Q4,0.8164965809277258
firm036,2020Q1,0.8164965809277258
firm036,2020Q2,0.8164965809277258
firm036,2020Q3,0.8164965809277258
firm036,2020Q4,0.8164965809277258
firm037,2020Q1,0.8164965809277258
firm037,2020Q2,0.8164965809277258
firm037,2020Q3,0.8164965809277258
firm037,2020Q4,0.8164965809277258
firm038,2020Q1,0.8164965809277258
firm038,2020Q2,0.8164965809277258
firm038,2020Q3,0.8164965809277258
firm038,2020Q4,0.8164965809277258
firm039,2020Q1,0.8164965809277258
firm039,2020Q2,0.8164965809277258
firm039,2020Q3,0.8164965809277258
firm039,2020Q4,0.8164965809277258
firm040,2020Q1,-1.2247448713915892
firm040,2020Q2,-1.2247448713915892
firm040,2020Q3,-1.2247448713915892
firm040,2020Q4,-1.2247448713915892
